SR,AuthorID,Affiliation,Country,PersonID
"FILLIS I, 2021, ARTS MARK",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"LEHMAN K, 2018, POETICS",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"LEHMAN K, 2014, J RES MARK ENTREP",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"LEHMAN K, 2014, ANN TOURISM RES",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"LEE BR, 2022, J BUS RES",OA:A5113931273,NO AFFILIATION,NO COUNTRY,nan
"LEE BR, 2022, J BUS RES",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"WISE N, 2022, J RES MARK ENTREP",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"WICKHAM M, 2020, ARTS MARK",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2015, J MARKET MANAG-UK",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2014, CONSUMP MARK CULT",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2011, EUR J MARKETING",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2011, ARTS MARKETING",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2010, J RES MARK ENTREP",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2009, MARK INTELL PLAN",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2007, J STRATEG MARK",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2007, J SMALL BUS ENTERP D",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2006, MARKETING REV",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2005, J ENTERP CULT",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2005, INT J NONPROFIT VOLU",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2004, INT SMALL BUS J",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2003, JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2001, MANAGEMENT DECISION",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS I, 2000, JOURNAL OF RESEARCH IN MARKETING AND ENTREPRENEURSHIP",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLISA I, 2015, CULT TRENDS",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLISA I, 2015, CULT TRENDS",OA:A5113931273,NO AFFILIATION,NO COUNTRY,nan
"FILLIS IAN, 2012, CREATIVE INDUSTRIES JOURNAL",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS IAN, 2002, J RES MARK ENTREP",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS IAN, 2002, INT J NONPROFIT VOLU",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"FILLIS IAN, 2002, EUROPEAN JOURNAL OF MARKETING",OA:A5080915308,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8735-0948
"GROSS N, 2014, J RES MARK ENTREP",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"O'DWYER M, 2011, J STRATEG MARK",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"O'DWYER M, 2009, J STRATEG MARK",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"O'DWYER M, 2009, EUR J MARKETING",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"O'DONNELL A, 2002, J STRATEGIC MARKETIN",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"O'DONNELL A, 2002, J STRATEG MARK",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"O'DONNELL A, 2001, MANAGE DECIS",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"LAMINE W, 2025, INT J ENTREP SMALL B",OA:A5013163717,NO AFFILIATION,NO COUNTRY,nan
"MCCARTAN-QUINN D, 2003, SMALL BUS ECON",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"ROCKS S, 2005, J STRATEG MARK",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"STEVENSON JR, 2014, EARTHQ SPECTRA",OA:A5076117107,NO AFFILIATION,NO COUNTRY,nan
"CARSON DJ, 1993, JOURNAL OF MARKETING MANAGEMENT",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"CARSON DJ, 1989, JOURNAL OF M ARKETING MANAGEMENT",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"CARSON DJ, 1985, EUR J MARKETING",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"CARSON D, 2010, J RES MARK ENTREP",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"CARSON D, 2000, INT BUSINESS REV",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"CARSON D, 2000, INT BUS REV",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"CARSON D, 1998, J PRODUCTS BRAND MAN",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"CARSON D, 1996, MARKETING INTELLIGENCE PLANNING",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"CARSON D, 1995, JOURNAL OF MARKETING THEORY AND PRACTICE",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"CARSON D, 1990, EUROPEAN JOURNAL OF MARKETING",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"CRICK D, 2015, MARK INTELL PLAN",OA:A5013163717,NO AFFILIATION,NO COUNTRY,nan
"CRICK D, 2004, QUALITAT MARK RES",OA:A5013163717,NO AFFILIATION,NO COUNTRY,nan
"CUBERES D, 2019, REV DEV ECON",ORCID:0000-0002-4933-9369,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4933-9369
"IBEH K, 2019, INT MARKET REV",OA:A5013163717,NO AFFILIATION,NO COUNTRY,nan
"HULBERT B, 2013, INT BUS REV",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"GILMORE A, 2006, INT BUS REV",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"GILMORE A, 2004, MARKETING INTELLIGEN",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"GILMORE A, 2001, MARKETING INTELLIGEN",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"GILMORE A, 1999, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",OA:A5110154513,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5075-0270
"GAUTHIER J, 2021, SOC BUS REV",ORCID:0000-0002-7942-5778,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7942-5778
"MILES M, 2015, J STRATEG MARK",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"MILES MP, 2016, J STRATEG MARK",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"WHALEN P, 2016, J STRATEG MARK",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GILMORE A, 2020, J BUS RES",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"MITCHELL R, 2015, J MARKET MANAG-UK",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"O'DWYER M, 2011, J STRATEG MARK",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"O'DWYER M, 2009, J STRATEG MARK",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"O'DWYER M, 2009, EUR J MARKETING",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"O'DONNELL A, 2002, J STRATEGIC MARKETIN",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"O'DONNELL A, 2002, J STRATEG MARK",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"O'DONNELL A, 2001, MANAGE DECIS",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"O'DWYER M, 2019, J STRATEG MARK",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"O'DWYER M, 2018, J BUS RES",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"MASSIERA P, 2018, J STRATEG MARK",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"MCCAMLEY C, 2017, TOURISM MANAGE",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"ROCKS S, 2005, J STRATEG MARK",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"CARSON D, 2000, INT BUSINESS REV",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"CARSON D, 2000, INT BUS REV",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"CARSON D, 1998, J PRODUCTS BRAND MAN",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"HULBERT B, 2013, INT BUS REV",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GILMORE A, 2013, J RES MARK ENTREP",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GILMORE A, 2012, INT ENTREP MANAG J",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GILMORE A, 2011, J RES MARK ENTREP",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GILMORE A, 2010, J RES MARK ENTREP",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GILMORE A, 2007, EUR BUS REV",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GILMORE A, 2006, INT BUS REV",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GILMORE A, 2004, MARKETING INTELLIGEN",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GILMORE A, 2001, MARKETING INTELLIGEN",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GILMORE A, 1999, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GILMORE A, 1999, JOURNAL OF RESEARCH IN MARKETING AND ENTREPRENEURSHIP",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"GAMBLE J, 2011, THE MARKETING REVIEW",OA:A5111585970,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2419-3153
"SADIKU-DUSHI N, 2019, J BUS RES",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"MUHAMMAD N, 2017, INT J ENTREP BEHAV R",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"PALALIC R, 2017, EUR BUS REV",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"TROISE C, 2022, J SMALL BUS ENTERP D",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"YOUNG S, 2003, JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"SADEGHI VJ, 2019, INT BUS REV",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"SARIDAKIS G, 2019, J BUS RES",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"RAHMAN MM, 2023, J FAM BUS MANAG",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"RAMADANI VELAND, 2014, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"RAMADANI V, 2017, J ENTERPRISING CULT",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"CANZIANI BF, 2020, CAN J ADM SCI",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"DANA LP, 2012, INT J ENTREPRENEURSH",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"DANA LP, 2008, INT J FOOD SCI TECH",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"DANA LP, 2007, J INT ENTREP",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"DANA LP, 2001, SMALL BUS ECON",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"DANA LEO-PAUL, 2017, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"DANA LEO-PAUL, 2016, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"DANA LEO PAUL, 2008, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"DANA L, 2013, WINE ECONOMICS AND POLICY",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"DANA L P, 2005, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"ANDERSON RB, 2006, J WORLD BUS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"ABDULLAH NAZIRUDDIN, 2018, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"ALOULOU W, 2024, INT J ENTREP BEHAV R",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"GURAU C, 2018, TECHNOL FORECAST SOC",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"HAMILTON RT, 2003, J SMALL BUS MANAGE",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"KAMEI KATSUYUKI, 2012, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"FELZENSZTEIN C, 2019, J SMALL BUS MANAGE",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"ETEMAD H, 2001, THUNDERBIRD INTERNATIONAL BUSINESS REVIEW",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"GILL AMARJIT, 2014, INTERNATIONAL JOURNAL OF BUSINESS AND GLOBALISATION",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"GRANATA J, 2018, INT SMALL BUS J",ORCID:0000-0002-0806-1911,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0806-1911
"MILES MP, 2002, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"KURATKO DF, 2009, BUS HORIZONS",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"KURATKO DF, 2005, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"WALES WJ, 2021, J BUS RES",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"WALES WJ, 2020, STRATEG ENTREP J",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"ZAHRA SA, 1995, J BUS VENTURING",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"SLEVIN DP, 1998, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 1990, ENTREPRENEURSHIP: THEORY PRACTICE",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 1989, STRATEGIC MANAGE J",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 1988, J MANAGE STUD",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 1991, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 1990, J BUS VENTURING",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 1991, J MANAGE STUD",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 1994, J MANAGE STUD",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 2019, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 2018, ENTREPRENEURSHIP THEORY AND PRACTICE",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 2016, J BUS RES",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 2014, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 2012, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 2011, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 2007, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 2006, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 2001, J BUS RES",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"COVIN JG, 1999, ENTREPRENEURSHIP THEORY AND PRACTICE",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"ANDERSON BS, 2009, STRATEG ENTREP J",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"HUGHES M, 2018, BRIT J MANAGE",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"IRELAND RD, 2009, ENTREP THEORY PRACT",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"EGGERS F, 2014, IND MARKET MANAG",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"GOODALE JC, 2011, J OPER MANAG",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"GREEN KM, 2008, J BUS VENTURING",ORCID:0000-0003-1627-5300,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1627-5300
"EGGERS F, 2020, J BUS RES",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"WHALEN P, 2016, J STRATEG MARK",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"EGGERS F, 2010, INT J ENTREP VENTUR",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"MORRISH S, 2020, J BUS RES",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"PEHRSSON T, 2015, J INT ENTREP",OA:A5046623073,NO AFFILIATION,NO COUNTRY,nan
"KRAUS S, 2012, J RES MARK ENTREP",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"WORTHINGTON SLS, 2023, J MARKET EDUC",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"RUDELOFF C, 2022, REV MANAG SCI",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"SCHULTE REINHARD, 2010, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"BHATLI DHRUV, 2012, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"COVIN JG, 2016, J BUS RES",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"ANOKHIN S, 2023, TECHNOL FORECAST SOC",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"HAUSER A, 2020, SMALL BUS ECON",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"HANSEN DJ, 2010, J RES MARK ENTREP",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"HUGHES MATHEW, 2015, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"EGGERS FABIAN, 2016, INTERNATIONAL JOURNAL OF TECHNOLOGY MARKETING",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"EGGERS F, 2022, J BUS RES",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"EGGERS F, 2020, TECHNOL FORECAST SOC",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"EGGERS F, 2017, J SMALL BUS MANAGE",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"EGGERS F, 2014, IND MARKET MANAG",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"EGGERS F, 2013, MANAGE DECIS",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"EGGERS F, 2013, J WORLD BUS",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"EGGERS F, 2012, INT ENTREP MANAG J",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"FILSER M, 2014, J E EUR MANAG STUD",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"GARTNER J, 2021, J BUS RES",OA:A5039389910,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1972-950X
"PRASHANTHAM S, 2019, INT SMALL BUS J",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9135-0150
"VENKATARAMAN S, 2012, ACAD MANAGE REV",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9135-0150
"TOWNSEND DM, 2018, ACAD MANAG ANN",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9135-0150
"WILTBANK R, 2009, J BUS VENTURING",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9135-0150
"WILTBANK R, 2006, STRATEGIC MANAGE J",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9135-0150
"SARASVATHY S, 2014, ENTREP THEORY PRACT",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9135-0150
"SARASVATHY SD, 2001, ACAD MANAGE REV",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9135-0150
"SARASVATHY SD, 2001, ACADEMY OF MANAGEMENT PROCEEDINGS MEMBERSHIP DIRECTORY",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9135-0150
"SARASVATHY SD, 2011, ENTREP THEORY PRACT",ORCID:0000-0001-9135-0150,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9135-0150
